"category","doc_id","title","path","prd_id","observed_sbom_code","observed_sku_anchor","source_url"
"穿戴","product-wearable-kids-5-new","华为儿童手表 5 新耀版 产品档案","01_参数与卖点_KB/穿戴/kids-5-new_华为儿童手表_5_新耀版.md","10086127112403","2901030096701","10086127112403+2901030096701","https://www.vmall.com/product/comdetail/index.html?prdId=10086127112403&sbomCode=2901030096701"
"穿戴","product-wearable-kids-5-pro","华为儿童手表 5 Pro 产品档案","01_参数与卖点_KB/穿戴/kids-5-pro_华为儿童手表_5_Pro.md","10086812835937","2901030096307","10086812835937+2901030096307","https://www.vmall.com/product/comdetail/index.html?prdId=10086812835937&sbomCode=2901030096307"
"穿戴","product-wearable-kids-5x","华为儿童手表 5X 产品档案","01_参数与卖点_KB/穿戴/kids-5x_华为儿童手表_5X.md","10086817209854","2901010083601","10086817209854+2901010083601","https://www.vmall.com/product/comdetail/index.html?prdId=10086817209854&sbomCode=2901010083601"
"穿戴","product-wearable-supernova-x1","华为超新星手表 X1 产品档案","01_参数与卖点_KB/穿戴/supernova-x1_华为超新星手表_X1.md","10086247988705","2901030101502","10086247988705+2901030101502","https://www.vmall.com/product/comdetail/index.html?prdId=10086247988705&sbomCode=2901030101502"
"穿戴","product-wearable-supernova-x1-pro","华为超新星手表 X1 Pro 产品档案","01_参数与卖点_KB/穿戴/supernova-x1-pro_华为超新星手表_X1_Pro.md","10086000426654","2901030101601","10086000426654+2901030101601","https://www.vmall.com/product/comdetail/index.html?prdId=10086000426654&sbomCode=2901030101601"
"穿戴","product-wearable-ultimate-2","HUAWEI WATCH Ultimate 2 非凡探索 产品档案","01_参数与卖点_KB/穿戴/ultimate-2_HUAWEI_WATCH_Ultimate_2_非凡探索.md","10086737247770","2901010123902","10086737247770+2901010123902","https://www.vmall.com/product/comdetail/index.html?prdId=10086737247770&sbomCode=2901010123902"
"穿戴","product-wearable-ultimate-design-diamond","HUAWEI WATCH ULTIMATE DESIGN 星钻绽放款 产品档案","01_参数与卖点_KB/穿戴/ultimate-design-diamond_HUAWEI_WATCH_ULTIMATE_DESIGN_星钻绽放款.md","10086187155216","2901010127501","10086187155216+2901010127501","https://www.vmall.com/product/comdetail/index.html?prdId=10086187155216&sbomCode=2901010127501"
"穿戴","product-wearable-ultimate-design-gold","HUAWEI WATCH ULTIMATE DESIGN 蓝宝石黄金款 产品档案","01_参数与卖点_KB/穿戴/ultimate-design-gold_HUAWEI_WATCH_ULTIMATE_DESIGN_蓝宝石黄金款.md","10086869679553","2901010097803","10086869679553+2901010097803","https://www.vmall.com/product/comdetail/index.html?prdId=10086869679553&sbomCode=2901010097803"
"穿戴","product-wearable-ultimate-design-purple","HUAWEI WATCH ULTIMATE DESIGN 紫金款 产品档案","01_参数与卖点_KB/穿戴/ultimate-design-purple_HUAWEI_WATCH_ULTIMATE_DESIGN_紫金款.md","10086930244461","2901010124701","10086930244461+2901010124701","https://www.vmall.com/product/comdetail/index.html?prdId=10086930244461&sbomCode=2901010124701"
"穿戴","product-wearable-watch-5","HUAWEI WATCH 5 产品档案","01_参数与卖点_KB/穿戴/watch-5_HUAWEI_WATCH_5.md","10086970913877","2901010117103","10086970913877+2901010117103","https://www.vmall.com/product/comdetail/index.html?prdId=10086970913877&sbomCode=2901010117103"
"穿戴","product-wearable-watch-buds-2","HUAWEI WATCH Buds 2 产品档案","01_参数与卖点_KB/穿戴/watch-buds-2_HUAWEI_WATCH_Buds_2.md","10086418127543","2901010127801","10086418127543+2901010127801","https://www.vmall.com/product/comdetail/index.html?prdId=10086418127543&sbomCode=2901010127801"
"穿戴","product-wearable-watch-d2","HUAWEI WATCH D2 产品档案","01_参数与卖点_KB/穿戴/watch-d2_HUAWEI_WATCH_D2.md","10086771580154","2901010106107","10086771580154+2901010106107","https://www.vmall.com/product/comdetail/index.html?prdId=10086771580154&sbomCode=2901010106107"
"打印机","product-打印机-bisheng-laser-x1","华为毕昇激光打印机 X1 产品档案","01_参数与卖点_KB/打印机/bisheng-laser-x1_华为毕昇激光打印机 X1.md","10086607543515","3703010008009","10086607543515+3703010008009","https://www.vmall.com/product/comdetail/index.html?prdId=10086607543515&sbomCode=3703010008009"
"耳机","product-earphone-classic-usbc","华为经典耳机（USB Type-C版） 产品档案","01_参数与卖点_KB/耳机/classic-usbc_华为经典耳机（USB_Type-C版）.md","114230598","3102130000701","114230598+3102130000701","https://www.vmall.com/product/comdetail/index.html?prdId=114230598&sbomCode=3102130000701"
"耳机","product-earphone-freearc","HUAWEI FreeArc 产品档案","01_参数与卖点_KB/耳机/freearc_HUAWEI_FreeArc.md","10086670650783","3102050082108","10086670650783+3102050082108","https://www.vmall.com/product/comdetail/index.html?prdId=10086670650783&sbomCode=3102050082108"
"耳机","product-earphone-freebuds-6","HUAWEI FreeBuds 6 产品档案","01_参数与卖点_KB/耳机/freebuds-6_HUAWEI_FreeBuds_6.md","10086954112986","3102050081302","10086954112986+3102050081302","https://www.vmall.com/product/comdetail/index.html?prdId=10086954112986&sbomCode=3102050081302"
"耳机","product-earphone-freebuds-6i","HUAWEI FreeBuds 6i 产品档案","01_参数与卖点_KB/耳机/freebuds-6i_HUAWEI_FreeBuds_6i.md","10086579314415","3102050073201","10086579314415+3102050073201","https://www.vmall.com/product/comdetail/index.html?prdId=10086579314415&sbomCode=3102050073201"
"耳机","product-earphone-freebuds-7i","HUAWEI FreeBuds 7i 产品档案","01_参数与卖点_KB/耳机/freebuds-7i_HUAWEI_FreeBuds_7i.md","10086787374428","3102050084803","10086787374428+3102050084803","https://www.vmall.com/product/comdetail/index.html?prdId=10086787374428&sbomCode=3102050084803"
"耳机","product-earphone-freebuds-pro-5","HUAWEI FreeBuds Pro 5 产品档案","01_参数与卖点_KB/耳机/freebuds-pro-5_HUAWEI_FreeBuds_Pro_5.md","10086903289940","3102050086901","10086903289940+3102050086901","https://www.vmall.com/product/comdetail/index.html?prdId=10086903289940&sbomCode=3102050086901"
"耳机","product-earphone-freebuds-se-2","HUAWEI FreeBuds SE 2 产品档案","01_参数与卖点_KB/耳机/freebuds-se-2_HUAWEI_FreeBuds_SE_2.md","10086459091537","3102050064707","10086459091537+3102050064707","https://www.vmall.com/product/comdetail/index.html?prdId=10086459091537&sbomCode=3102050064707"
"耳机","product-earphone-freebuds-se-3","HUAWEI FreeBuds SE 3 产品档案","01_参数与卖点_KB/耳机/freebuds-se-3_HUAWEI_FreeBuds_SE_3.md","10086029242268","3102050079405","10086029242268+3102050079405","https://www.vmall.com/product/comdetail/index.html?prdId=10086029242268&sbomCode=3102050079405"
"耳机","product-earphone-freebuds-se-4-anc","HUAWEI FreeBuds SE 4 ANC 产品档案","01_参数与卖点_KB/耳机/freebuds-se-4-anc_HUAWEI_FreeBuds_SE_4_ANC.md","10086805863741","3102050085105","10086805863741+3102050085105","https://www.vmall.com/product/comdetail/index.html?prdId=10086805863741&sbomCode=3102050085105"
"耳机","product-earphone-freeclip","HUAWEI FreeClip 产品档案","01_参数与卖点_KB/耳机/freeclip_HUAWEI_FreeClip.md","10086109448846","3102050068801","10086109448846+3102050068801","https://www.vmall.com/product/comdetail/index.html?prdId=10086109448846&sbomCode=3102050068801"
"耳机","product-earphone-freeclip-2","HUAWEI FreeClip 2 产品档案","01_参数与卖点_KB/耳机/freeclip-2_HUAWEI_FreeClip_2.md","10086907823195","3102050085412","10086907823195+3102050085412","https://www.vmall.com/product/comdetail/index.html?prdId=10086907823195&sbomCode=3102050085412"
"耳机","product-earphone-freeclip-2-collectors","HUAWEI FreeClip 2 典藏版 产品档案","01_参数与卖点_KB/耳机/freeclip-2-collectors_HUAWEI_FreeClip_2_典藏版.md","10086279570802","3102050089601","10086279570802+3102050089601","https://www.vmall.com/product/comdetail/index.html?prdId=10086279570802&sbomCode=3102050089601"
"耳机","product-earphone-freelace-active","HUAWEI FreeLace 活力版 产品档案","01_参数与卖点_KB/耳机/freelace-active_HUAWEI_FreeLace_活力版.md","10086653605178","3102050039702","10086653605178+3102050039702","https://www.vmall.com/product/comdetail/index.html?prdId=10086653605178&sbomCode=3102050039702"
"家庭存储","product-家庭存储-home-storage","华为家庭存储 产品档案","01_参数与卖点_KB/家庭存储/home-storage_华为家庭存储.md","10086111180187","3001070001001","10086111180187+3001070001001","https://www.vmall.com/product/comdetail/index.html?prdId=10086111180187&sbomCode=3001070001001"
"路由","product-路由-ax1","华为路由 AX1 产品档案","01_参数与卖点_KB/路由/ax1_华为路由 AX1.md","10086848002753","3001010061501","10086848002753+3001010061501","https://www.vmall.com/product/comdetail/index.html?prdId=10086848002753&sbomCode=3001010061501"
"路由","product-路由-ax2-pro","华为路由 AX2 Pro 产品档案","01_参数与卖点_KB/路由/ax2-pro_华为路由 AX2 Pro.md","10086131745276","3001010032701","10086131745276+3001010032701","https://www.vmall.com/product/comdetail/index.html?prdId=10086131745276&sbomCode=3001010032701"
"路由","product-路由-ax3","华为路由 AX3 产品档案","01_参数与卖点_KB/路由/ax3_华为路由 AX3.md","10086005889863","3001010063201","10086005889863+3001010063201","https://www.vmall.com/product/comdetail/index.html?prdId=10086005889863&sbomCode=3001010063201"
"路由","product-路由-ax3-pro-enjoy","华为路由 AX3 Pro 悦享版 产品档案","01_参数与卖点_KB/路由/ax3-pro-enjoy_华为路由 AX3 Pro 悦享版.md","10086199300779","3001010071301","10086199300779+3001010071301","https://www.vmall.com/product/comdetail/index.html?prdId=10086199300779&sbomCode=3001010071301"
"路由","product-路由-ax6-new","华为路由 AX6 new 产品档案","01_参数与卖点_KB/路由/ax6-new_华为路由 AX6 new.md","10086520432717","3001010053207","10086520432717+3001010053207","https://www.vmall.com/product/comdetail/index.html?prdId=10086520432717&sbomCode=3001010053207"
"路由","product-路由-ax6-pro","华为路由 AX6 Pro 产品档案","01_参数与卖点_KB/路由/ax6-pro_华为路由 AX6 Pro.md","10086890975880","3001010054401","10086890975880+3001010054401","https://www.vmall.com/product/comdetail/index.html?prdId=10086890975880&sbomCode=3001010054401"
"路由","product-路由-be3-pro-plus","华为路由 BE3 Pro+ 产品档案","01_参数与卖点_KB/路由/be3-pro-plus_华为路由 BE3 Pro+.md","10086510801528","3001010064901","10086510801528+3001010064901","https://www.vmall.com/product/comdetail/index.html?prdId=10086510801528&sbomCode=3001010064901"
"路由","product-路由-be3-pro-thunder","华为路由 BE3 Pro 雷电版 产品档案","01_参数与卖点_KB/路由/be3-pro-thunder_华为路由 BE3 Pro 雷电版.md","10086392666847","3001010069601","10086392666847+3001010069601","https://www.vmall.com/product/comdetail/index.html?prdId=10086392666847&sbomCode=3001010069601"
"路由","product-路由-be3-pro-wind","华为路由 BE3 Pro 疾风版 产品档案","01_参数与卖点_KB/路由/be3-pro-wind_华为路由 BE3 Pro 疾风版.md","10086503992476","3001010063401","10086503992476+3001010063401","https://www.vmall.com/product/comdetail/index.html?prdId=10086503992476&sbomCode=3001010063401"
"路由","product-路由-be7","华为路由 BE7 产品档案","01_参数与卖点_KB/路由/be7_华为路由 BE7.md","10086129226451","3001010055601","10086129226451+3001010055601","https://www.vmall.com/product/comdetail/index.html?prdId=10086129226451&sbomCode=3001010055601"
"路由","product-路由-be7-pro","华为路由 BE7 Pro 产品档案","01_参数与卖点_KB/路由/be7-pro_华为路由 BE7 Pro.md","10086892561499","3001010068901","10086892561499+3001010068901","https://www.vmall.com/product/comdetail/index.html?prdId=10086892561499&sbomCode=3001010068901"
"路由","product-路由-mobile-router-2","华为移动路由 2 产品档案","01_参数与卖点_KB/路由/mobile-router-2_华为移动路由 2.md","10086968106111","3001030012301","10086968106111+3001030012301","https://www.vmall.com/product/comdetail/index.html?prdId=10086968106111&sbomCode=3001030012301"
"路由","product-路由-mobile-router-5","华为移动路由 5 产品档案","01_参数与卖点_KB/路由/mobile-router-5_华为移动路由 5.md","10086918438323","3001030014801","10086918438323+3001030014801","https://www.vmall.com/product/comdetail/index.html?prdId=10086918438323&sbomCode=3001030014801"
"路由","product-路由-mobile-router-pro","华为移动路由 Pro 产品档案","01_参数与卖点_KB/路由/mobile-router-pro_华为移动路由 Pro.md","10086545494490","6401010000207","10086545494490+6401010000207","https://www.vmall.com/product/comdetail/index.html?prdId=10086545494490&sbomCode=6401010000207"
"路由","product-路由-mobile-wifi-3-pro","华为随行 WiFi 3 Pro 产品档案","01_参数与卖点_KB/路由/mobile-wifi-3-pro_华为随行 WiFi 3 Pro.md","10086124420034","3001030010501","10086124420034+3001030010501","https://www.vmall.com/product/comdetail/index.html?prdId=10086124420034&sbomCode=3001030010501"
"路由","product-路由-mobile-wifi-5","华为随行 WiFi 5 产品档案","01_参数与卖点_KB/路由/mobile-wifi-5_华为随行 WiFi 5.md","10086265207992","3001030013001","10086265207992+3001030013001","https://www.vmall.com/product/comdetail/index.html?prdId=10086265207992&sbomCode=3001030013001"
"路由","product-路由-mobile-wifi-x","华为随行 WiFi X 产品档案","01_参数与卖点_KB/路由/mobile-wifi-x_华为随行 WiFi X.md","10086749308221","3001030015201","10086749308221+3001030015201","https://www.vmall.com/product/comdetail/index.html?prdId=10086749308221&sbomCode=3001030015201"
"路由","product-路由-q6","华为凌霄子母路由 Q6 产品档案","01_参数与卖点_KB/路由/q6_华为凌霄子母路由 Q6.md","10086762283123","3001010048301","10086762283123+3001010048301","https://www.vmall.com/product/comdetail/index.html?prdId=10086762283123&sbomCode=3001010048301"
"路由","product-路由-q6e","华为凌霄子母路由 Q6E 产品档案","01_参数与卖点_KB/路由/q6e_华为凌霄子母路由 Q6E.md","10086893184438","3001010050001","10086893184438+3001010050001","https://www.vmall.com/product/comdetail/index.html?prdId=10086893184438&sbomCode=3001010050001"
"路由","product-路由-q6-ethernet-enjoy","华为凌霄子母路由 Q6 网线版 优享版 产品档案","01_参数与卖点_KB/路由/q6-ethernet-enjoy_华为凌霄子母路由 Q6 网线版 优享版.md","10086884731247","3001010065001","10086884731247+3001010065001","https://www.vmall.com/product/comdetail/index.html?prdId=10086884731247&sbomCode=3001010065001"
"路由","product-路由-q7-ethernet","华为凌霄子母路由 Q7 网线版 产品档案","01_参数与卖点_KB/路由/q7-ethernet_华为凌霄子母路由 Q7 网线版.md","10086988437322","3001010056601","10086988437322+3001010056601","https://www.vmall.com/product/comdetail/index.html?prdId=10086988437322&sbomCode=3001010056601"
"路由","product-路由-q7-powerline","华为凌霄子母路由 Q7 电线版 产品档案","01_参数与卖点_KB/路由/q7-powerline_华为凌霄子母路由 Q7 电线版.md","10086832972917","3001010071001","10086832972917+3001010071001","https://www.vmall.com/product/comdetail/index.html?prdId=10086832972917&sbomCode=3001010071001"
"路由","product-路由-x1","华为路由 X1 产品档案","01_参数与卖点_KB/路由/x1_华为路由 X1.md","10086662028959","3001010064401","10086662028959+3001010064401","https://www.vmall.com/product/comdetail/index.html?prdId=10086662028959&sbomCode=3001010064401"
"路由","product-路由-x1-pro","华为路由 X1 Pro 产品档案","01_参数与卖点_KB/路由/x1-pro_华为路由 X1 Pro.md","10086798054007","3001010062402","10086798054007+3001010062402","https://www.vmall.com/product/comdetail/index.html?prdId=10086798054007&sbomCode=3001010062402"
"路由","product-路由-x1-pro-gaming","华为路由 X1 Pro 电竞涂装版 产品档案","01_参数与卖点_KB/路由/x1-pro-gaming_华为路由 X1 Pro 电竞涂装版.md","10086097701208","3001010071101","10086097701208+3001010071101","https://www.vmall.com/product/comdetail/index.html?prdId=10086097701208&sbomCode=3001010071101"
"路由","product-路由-x3-pro","华为路由 X3 Pro 日照金山 产品档案","01_参数与卖点_KB/路由/x3-pro_华为路由 X3 Pro 日照金山.md","10086399832361","3001010066302","10086399832361+3001010066302","https://www.vmall.com/product/comdetail/index.html?prdId=10086399832361&sbomCode=3001010066302"
"平板","product-10086106814226","HUAWEI MatePad Pro 12.2 英寸 参数与卖点","01_参数与卖点_KB/平板/10086106814226_HUAWEI_MatePad_Pro_12.2_英寸.md","10086106814226","2701010122029","10086106814226+2701010122029","https://www.vmall.com/product/comdetail/index.html?prdId=10086106814226&sbomCode=2701010122029"
"平板","product-10086120212240","HUAWEI MatePad Pro 13.2 英寸 参数与卖点","01_参数与卖点_KB/平板/10086120212240_HUAWEI_MatePad_Pro_13.2_英寸.md","10086120212240","2701010110410","10086120212240+2701010110410","https://www.vmall.com/product/comdetail/index.html?prdId=10086120212240&sbomCode=2701010110410"
"平板","product-10086127502687","HUAWEI MatePad Pro Max 参数与卖点","01_参数与卖点_KB/平板/10086127502687_HUAWEI_MatePad_Pro_Max.md","10086127502687","2701010130502","10086127502687+2701010130502","https://www.vmall.com/product/comdetail/index.html?prdId=10086127502687&sbomCode=2701010130502"
"平板","product-10086287244006","HUAWEI MatePad Mini 参数与卖点","01_参数与卖点_KB/平板/10086287244006_HUAWEI_MatePad_Mini.md","10086287244006","2701010123211","10086287244006+2701010123211","https://www.vmall.com/product/comdetail/index.html?prdId=10086287244006&sbomCode=2701010123211"
"平板","product-10086294960453","HUAWEI MatePad 11.5 参数与卖点","01_参数与卖点_KB/平板/10086294960453_HUAWEI_MatePad_11.5.md","10086294960453","2701010127904","10086294960453+2701010127904","https://www.vmall.com/product/comdetail/index.html?prdId=10086294960453&sbomCode=2701010127904"
"平板","product-10086426290126","HUAWEI MatePad SE 11英寸 焕新版 参数与卖点","01_参数与卖点_KB/平板/10086426290126_HUAWEI_MatePad_SE_11英寸_焕新版.md","10086426290126","2701010132701","10086426290126+2701010132701","https://www.vmall.com/product/comdetail/index.html?prdId=10086426290126&sbomCode=2701010132701"
"平板","product-10086486839777","HUAWEI MatePad Air 12英寸 鸿蒙焕新版 参数与卖点","01_参数与卖点_KB/平板/10086486839777_HUAWEI_MatePad_Air_12英寸_鸿蒙焕新版.md","10086486839777","2701010131701","10086486839777+2701010131701","https://www.vmall.com/product/comdetail/index.html?prdId=10086486839777&sbomCode=2701010131701"
"平板","product-10086518319242","HUAWEI MatePad 11.5 S 参数与卖点","01_参数与卖点_KB/平板/10086518319242_HUAWEI_MatePad_11.5_S.md","10086518319242","2701010122623","10086518319242+2701010122623","https://www.vmall.com/product/comdetail/index.html?prdId=10086518319242&sbomCode=2701010122623"
"平板","product-10086590821009","HUAWEI MatePad Edge 参数与卖点","01_参数与卖点_KB/平板/10086590821009_HUAWEI_MatePad_Edge.md","10086590821009","2701010126301","10086590821009+2701010126301","https://www.vmall.com/product/comdetail/index.html?prdId=10086590821009&sbomCode=2701010126301"
"平板","product-current-matepad-11-5-s-flex-2025","HUAWEI MatePad 11.5 S 灵动款 鸿蒙焕新版 参数与卖点","01_参数与卖点_KB/平板/current_HUAWEI_MatePad_11.5_S_灵动款_鸿蒙焕新版.md","10086693978514","2701010131801","10086693978514+2701010131801","https://www.vmall.com/product/comdetail/index.html?prdId=10086693978514&sbomCode=2701010131801"
"平板","product-current-matepad-11-5-2026","HUAWEI MatePad 11.5 鸿蒙焕新版 参数与卖点","01_参数与卖点_KB/平板/current_HUAWEI_MatePad_11.5_鸿蒙焕新版.md","10086070683245","2701010132601","10086070683245+2701010132601","https://www.vmall.com/product/comdetail/index.html?prdId=10086070683245&sbomCode=2701010132601"
"手机","product-10086061975812","HUAWEI Pura X 参数与卖点","01_参数与卖点_KB/手机/10086061975812_HUAWEI_Pura_X.md","10086061975812","2601010554316","10086061975812+2601010554316","https://www.vmall.com/product/comdetail/index.html?prdId=10086061975812&sbomCode=2601010554316"
"手机","product-10086133363559","HUAWEI Mate 80 参数与卖点","01_参数与卖点_KB/手机/10086133363559_HUAWEI_Mate_80.md","10086133363559","2601010586341","10086133363559+2601010586341","https://www.vmall.com/product/comdetail/index.html?prdId=10086133363559&sbomCode=2601010586341"
"手机","product-10086153236238","HUAWEI Pura 80 Pro+ 参数与卖点","01_参数与卖点_KB/手机/10086153236238_HUAWEI_Pura_80_Pro+.md","10086153236238","2601010565826","10086153236238+2601010565826","https://www.vmall.com/product/comdetail/index.html?prdId=10086153236238&sbomCode=2601010565826"
"手机","product-10086174757473","华为畅享 90 参数与卖点","01_参数与卖点_KB/手机/10086174757473_华为畅享_90.md","10086174757473","2601010613210","10086174757473+2601010613210","https://www.vmall.com/product/comdetail/index.html?prdId=10086174757473&sbomCode=2601010613210"
"手机","product-10086259366534","HUAWEI Mate 70 Pro 参数与卖点","01_参数与卖点_KB/手机/10086259366534_HUAWEI_Mate_70_Pro.md","10086259366534","2601010519577","10086259366534+2601010519577","https://www.vmall.com/product/comdetail/index.html?prdId=10086259366534&sbomCode=2601010519577"
"手机","product-10086270081540","华为畅享 90 Pro Max 参数与卖点","01_参数与卖点_KB/手机/10086270081540_华为畅享_90_Pro_Max.md","10086270081540","2601010611532","10086270081540+2601010611532","https://www.vmall.com/product/comdetail/index.html?prdId=10086270081540&sbomCode=2601010611532"
"手机","product-10086316355082","HUAWEI Pura 80 Pro 参数与卖点","01_参数与卖点_KB/手机/10086316355082_HUAWEI_Pura_80_Pro.md","10086316355082","2601010567338","10086316355082+2601010567338","https://www.vmall.com/product/comdetail/index.html?prdId=10086316355082&sbomCode=2601010567338"
"手机","product-10086364337052","HUAWEI Pura 80 参数与卖点","01_参数与卖点_KB/手机/10086364337052_HUAWEI_Pura_80.md","10086364337052","2601010577118","10086364337052+2601010577118","https://www.vmall.com/product/comdetail/index.html?prdId=10086364337052&sbomCode=2601010577118"
"手机","product-10086384239615","HUAWEI Mate 70 Air 参数与卖点","01_参数与卖点_KB/手机/10086384239615_HUAWEI_Mate_70_Air.md","10086384239615","2601010585502","10086384239615+2601010585502","https://www.vmall.com/product/comdetail/index.html?prdId=10086384239615&sbomCode=2601010585502"
